review,sentiment
ini gara2 den Aganjar dan bli I Wayan Koster,negative
Pemain Timnas U20,positive
Salut buat pak I Wayan Koster yg sdh bersikap tegas,positive
"Yg dilakukan oleh gubernur bali sdh tepat dan benar. Menjalankan amanah UUD1945. Yakni ""Penghapus Penjajahan dari muka Bumi"". Dunia maklum bahwa sampai saat ini Israel adalah Negara Penjajah, menjajah Negara Palestina. Oke buat I Wayan Koster.",positive
i wayan koster dan ganjar pranowo siap bertanggung jawab kalau indonesia di banned fifa dan ajang-ajang internasional?  mereka gak akan bertanggung jawab,negative
Kalo partai nolak gpp. Tapi kan masalahnya kan GP dan I Wayan Koster kan bagian dari pemerintahan. Anak buah Jokowi. PILDUN U-20 kan program Nasional dan sudah jauh jauh hari... Parahnya Ganjar malah nelilkung. Brutus,negative
gara-gara pernyataan den @ganjarpranowo dan bli I Wayan Koster ini ya,positive
Ya udah sekalian bubarkan aja PSSI drpd habisin APBN  . Olahraga dicampur politik . Fokus ke Bulu Tangkis aja .   Penolakan timnas Israel untuk bisa bertanding di Indonesia,negative
Lucunya,positive
2 tahun diupayakan Jokowi¸ Erick Ketua PSSI ditunjuk Panitia Lokal utk sukseskan¸ Timnas Israel ditolak PDIP,negative
Gara2 statement mu,positive
Pak I Wayan Koster daripada paling suci dan bermoral concern israel -palestina,negative
H-5 pengundian atau drawing Piala Dunia U20 di Bali dibatalkan oleh FIFA.   Yep,negative
Kalau yg menolak PKS,positive
 Lagi menunggu,positive
Nggak usah pengalihan Issue sikap Anis Baswedan ,negative
Kepala Negara Pak jokowi berjuang menjadi tuan rumah Worl Cup U20.. Kepala Daerah,positive
Selamat juga kepada MUI Pusat yg sangat perduli dengan Palestina. Juga kepada Gubernur Bali I Wayan Koster. Semoga Bali mendapat kunjungan yg luar biasa dari Wisatawan asal Palestina sebagai balas jasa atas Penolakannya.,positive
Surat penolakan yang ditandatangani i Wayan Koster yang jadi penyebab di batalkan drawing di Bali. Kadrun mah di anggap cacing cauk bagi FIFA. Yang di minta FIFA kan government guarantee.,positive
 Selamat pagi Pak I Wayan Koster Pak ganjar pranowo Pak erick thohir dan PSSI   Apa kabar?,positive
Di tunggu jawaban Gubernur Bali I Wayan Koster,positive
Bendera Israel Berkibar di Bali Usai Ditolak Wayan Koster di Piala Dunia U-20,negative
"Bismillah  FIFA akhirnya membatalkan drawing Piala Dunia U-20, di Bali. Penolakan Gubernur Bali I Wayan Koster thdp kehadiran Timnas Israel di wilayahnya, jadi salah satu penyebab pembatalan acara tersebut. Salut dgn Gubernur Bali  ""Indonesia akn slalu bersama Palestina ",positive
Dan wilayah i wayan Koster wkwkwk,positive
Terima kasih pak I Wayan Koster dan pak Ganjar Pranowo. Indonesia gagal jadi tuan rumah yg baik,positive
"""...masihkah kecintaan I Wayan Koster terhadap NKRI juga diragukan...? Hanya Yahudi otak sengkleh yang berani meragukan,dan tak perlu jadi Muslim untuk mencintai Palestina. Cukuplah punya hati..",positive
Ganjar ama i wayan koster mabok agama? PdI mabok agama?,negative
Terimakasih i Wayan Koster dan Ganjar Pranowo,positive
Emang yang nolak pak Ganjar doang? Gubernur Bali Bpk I wayan Koster juga nolak kalee,negative
I Wayan Koster dan Ganjar terancam hukuman penjara,negative
Atas dasar kemanusiaan dan Konstitusi,positive
pak ganjar pak i wayan koster mau apa di 2024 sih. pun yang menolak israel tampil di pildun u-20 ini kok merasa lebih palestina dr dubes palestina sendiri,negative
Beneran Gubernur Bali I Wayan Koster kan ini!? Dulu welcome dengan Israel sih,negative
Pembatalan tersebut diambil FIFA karena erat kaitannya dengan penolakan keikutsertaan Israel pada turnamen tersebut oleh Gubernur Bali ,negative
Hormat saya untuk Gubernur Bali,positive
Ini artinya pak ganjar pranowo  termakan taktik politik lawannya,negative
Gubernur Bali I Wayan Koster dapat kritik pedas dari media lokal Israel.,negative
Maju terus,positive
Ingat ya gaes I Wayan Koster dan Ganjar itu dari PDI_Perjuangan yg nolak israel. Ayo kita buat mereka menanggung akibatnya di 2024,negative
gubernur bali menolak timnas israel di piala dunia U-20 yg diadain di Bali karna gak kunjung usainya israel menjajah palestina. wow anda keren Pak I Wayan Koster,negative
Sebenernya bukan ingin mendukung statement pak Ganjar tapi disini pak Ganjar posisinya sebagai gubernur demikian pak I Wayan Koster sebagai tuan rumah piala dunia tepatnya di stadion Manahan Surakarta Jawa Tengah. Apapun statement beliau semoga tidak memberi dampak buruk,positive
Anggota Komite Eksekutif (Exco) PSSI,positive
I Wayan Koster  KAMPRETT !!!!,negative
Itu org2 TOLOL selalu mengaitkan Politik dan Olahraga.  Batalnya drawing Piala Dunia U-20 2023 tak terlepas dari penolakan Gubernur Bali I Wayan Koster soal Israel. PSSI heran gelombang protes itu baru muncul. ,negative
Wkwkwkwk...  Maret'22 gubernur bali msh I WAYAN KOSTER kan?  Ini pejabat munafik atau riding the wave?? ,negative
Penasaran kenapa I Wayan Koster tahun lalu gak menolak delegasi Israel di Bali,negative
Setuju dgn langkap PDIP,positive
Onta Arab? yang menolak itu Gubernur Bali I Wayan Koster dan Gubenur Jawa Tengah Ganjar Pranowo sebelah mana onta arabnya?,negative
yang menolak itu Gubernur Bali I Wayan Koster dan Gubernur Jawa Tengah Ganjar Pranowo alasannya karena bertentangan dengan konstitusi kita bukan alasan agama,positive
Salut kepada Gubernur Bali,positive
"Penolakan GP thd kehadiran timnas Israel adakah sejalan  dgn garis partai (PDIP). Hal yg sama dilakukan jg oleh I Wayan Koster gub Bali yg keduanya adalah kader PDIP. Tapi apapun itu penolakan timnas Israel adalah tindakan ceroboh cenderung hny ikut""an ga jelas maksud dan tujuan",positive
Kalo mau jalan suruh I Wayan Koster utk tidak melarang atlet Israel datang ke Bali dan suruh Ganjar Pranowo utk gak usah banyak bacot soal kedatangan Timnas Israel. Lagipula yg tuan rumah itu Kota Solo,negative
Silakan DiCemooh dan Silahkan Dicacimaki..sampai Ngiler,negative
Miskin Toleransi..memperkaya  Sifat Intolerans I.Wayan Koster. Indonesia TIDAK..aman bagi  FiFA Sportivitas Bola digoreng dengan  Politik.,negative
Ntah benar apa gak,positive
monggo pak ganjar  pak i wayan koster klo anda respek sepakbola Indonesia cabut penolakan terhadap kedatangan timnas Israel..   Ojo mengedepankan partai merah dan mengorbankan  kemajuan sepakbola Indonesia...   ,negative
Saya yakin kalau Pak Ganjar dan I Wayan Koster menolak Israel di Pildun U-20 ini murni memang karena menolak penjajahan dan karena dukungan Bung Karno dari dulu atas kemerdekaan Palestina.  Apakah penolakan dari kelompok lain murni karena itu juga? Atau cuman berkedok itu?,positive
Kalo cuma jaga israel mah indonesia bisa banget dg TNI-POLRI.nya. indonesia tidak selemah itu. Tapi harus dg niat sungguh sungguh.  . Statment RI 1 Lah yg oaling ditunggu skrng.  Mungkin jk smpai nnti di banned. I wayan koster dan ganjar akan jadi public enemy suporter indonesia.,negative
Gw sih pengennya kalo mereka protes ya konsisten sekalian minta Indonesia mundur dari tuan rumah,positive
Lagian yg notabene sama dari PDIP pun bersikap sama soal hal tersebut tidak hanya Ganjar mas ada jg gubernur bali I wayan koster,positive
UNTUK MENOLAK ISRAHELL DATANG KE INDONESIA TIDAK HARUS MENJADI SEORANG MUSLIM. Contohlah Gubernur Bali Bapak I Wayan Koster,negative
Syukurlah  jadi Pak Ganjar dan Pak I Wayan Koster mengguncang posisi kaum kadrun  semoga gak masalah dgn FIFA,negative
Kenapa dia gak bernarasi hal serupa ketika Gubernur Bali I Wayan Koster yg  juga bersikap serupa pun sama satu partai dan kader PDIP,positive
wkwkwk jgn lupa sebelumnya Gubernur Bali I Wayan Koster pun demikian. Pun sm th keduanya kader PDIP artinya mereka tegak lurus ikut suara partai,negative
Lah PDIP,negative
Pake syarat aja.  Indonesia bersedia jadi Tuan Rumah,positive
Yang menafkahi nanti biar i wayan koster dan ganjar pranowo.,positive
I Wayan Koster dan Ganjar melakukan kebijakan Autopilot nolak Israel di piala dunia U20 demi pencitraan mumpung tahun depan pemilu  Coba Anies,negative
Gubernur Bali I Wayan Koster mengirimkan surat kepada Menteri Pemuda dan Olahraga (Menpora) RI yang isinya menolak Timnas Israel berlaga di Bali dalam ajang Piala Dunia U-20.  Katanya nolak Israel ! Tapi kok milih  ,negative
Emang ganjar pranowo peduli? I Wayan Koster pula gaje pansos soal beginian,negative
Pernyataan Lu itu BLUNDER sygku Sm dgn GOL BUNUH DIRI Erick adalah Keturunan CHINA Mending Gue DUKUNG SOEKARNO,negative
Harusnya Gubernur ganjar pranowo dan Gubernur I Wayan Koster jika drone tsb di gunakan TNI di wilayah Bali dan Jawa Tengah wajib menolaknya.,positive
Mba Puan,positive
Diluar urusan tetekbengek politik,negative
Lagi rame isu Gubernur Bali I Wayan Koster menolak kedatangan Timnas Israel utk pertandingan Piala Dunia U-20 di Indonesia...  ttt-Tapi kok anggota dewan Israel bisa ada di sidang Parlemen (IPU) di Bali yaa,positive
kok gak ada yang protes yakkk? Gubernur Bali I Wayan Koster menolak Timnas Israel yg datang untuk berlaga di Piala Dunia U-20 di Bali..  Tapi Maret tahun lalu 4 politisi delegasi Israel juga pernah dateng ke Sidang Parlemen di Bali di pertemuan IPU.. ,positive
harusnya KALIAN Bulang juga sama POTUS !!!! Kali ini gua sepakat sama I Wayan Koster PDI_Perjuangan  !!,negative
"""Tanpa dikaitkan dengan agama, dengan alasan konstitusional Gubernur Bali I Wayan Koster kirim surat ke Kemenpora, tolak Timnas Israel U-20 tanding di Bali,""",positive
Demokrat mulai menyerang pemerintah pusat,negative
Oh i wayan koster itu orang islam ya ..? Ko berani #TolakTimnasIsrael  kencing aja dipojokan,negative
Terima kasih pak I Wayan Koster Bapak Gubernur yang telah mempergunakan jiwa manusiawinya untuk menolak Timnas Israel Zionist Penjajah itu,positive
I wayan koster gubernur bali kadrun khilafah ,negative
Gubernur Bali (I Wayan Koster) Layak Sbg Bapak Bangsa,positive
Bapak pendahulu kita yg diwakili bung Karno sdh merasakan sakitnya dijajah,positive
"Pak I WAYAN KOSTER.lupakah?? Dengan kasus yg menghebohkan Media.lokal Tv.Medsos.etc.. Yang terjadi DiBali??? Secara tidak langsung ""Bangsa Bangsa Asing Menjajah Menginjak Harkat Serta Martabat Bangsa Indonesia  Dengan Tingkah Polah Turis 2 Kotor Berlibur DiBal  Anda Senang?  ",positive
Sebijaknya Pak I Wayan Koster. ,positive
Mantap Bali !! Bali dengan Stadion Kapten I Wayan Dipta ditunjuk menjadi venue utk pertandingan Piala Dunia U-20 Mei-Juni mendatang Cukup logis alasan Gubernur Bali I Wayan Koster menolak Timnas Israel  Kita tunggu gubernur lain,positive
Setelah Ormas Islam,positive
Timnas Israel Ditolak Main di Bali,negative
Terimakasih Untuk Gubernur Bali I Wayan Koster,positive
Mikirnya kejauhan mbk. Lagian I Wayan Koster ini gub dari pdip. Minoritas muslim di bali biasanya ogah vote calon yg diusung pdip.  Motif real lebih relate ke untuk menjaga kondusifitas keamanan provinsi Bali. Mencegah kemungkinan sekecil apapun terjadinya aksi terorisme jilid 3,negative
Apakah pak I Wayan Koster adalah anggota PA 212???? Bahkan Gubsu yang diusung PKSejahtera aja ngasih statement aman. Ini kader Banteng padahal. ,negative
Tanpa Dikaitkan Dg Agama,negative
urat ini bersuaralah nyaring ..jika Ingin ATH mampus...,negative
Waduh..  I Wayan Koster berafiliasi dg FPI ataw jadi Kader PKS ???  Jadi penasaran seperti apa Respon Gub. Jabar ridwan kamil  dan Gub. Jateng ganjar pranowo terkait isu Timnas Israel ini..,negative
Waduh Apa Gubernur Bali I Wayan Koster termasuk Anggota FPI?,negative
I Wayan Koster Generasi Penerus Soekarno,positive
"Dalam dokumen yang diterima, surat Gubernur Bali berkop garuda memiliki nomor T.00.426/11470/SEKRET perihal Penolakan Tim Israel Bertanding di Bali. Surat itu ditandatangani I Wayan Koster tertanggal 14 Maret 2023.  ""Kami mohon agar Bapak Menteri mengambil kebijakan melarang tim",positive
"Duta Besar Ukraina untuk Indonesia, Vasyl Hamianin mengaku kecewa dengan usulan Gubernur Bali, I Wayan Koster yang mencabut Visa on Arrival (VOA) terhadap warga negara Ukraina.  Dirinya mengaku tidak menyangka akan mendengar pernyataan ""tak berdasar"" dari Koster ",positive
Gue suka gaya Gubernur Bali,positive
Sosok pemimpin yg menjaga keamanan NKRI dari radikalisme,positive
itulah knp lo payah Kalo bola ini nanti akan pake stadion manahan solo  Itu di Jateng Gubernurnya Pak Ganjar  PAHAM,negative
pemimpin nasional? belum deh.. heuheuu,negative
Satu kata blunder Walaupun itu bagian dari skenario,negative
Bukti bahwa Politik tidak bisa dipisahkan dengan Sepak Bola.,negative
Berarti Puan waktu terima delegasi Israel dan membiarkan bendera Israel berkibar pas acara pertemuan parlemen sedunia di Bali Puan juga melanggar konstitusi ??? Lalu mengapa tdk ada teguran dan penolakan dari elit PDI_Perjuangan terhadap Puan ,negative
Jawban blunder kak.  Kl kakak jawab begini,negative
ganjarpranowo Benar dimananya? Tanda tangan trus menolak itu suatu pembenaran?  Aku bahas juga diatas soal dagang dan pertemuan IPU knp tdk ditolak? Menolak kog milih2? Seharusnya dr awal ketika tau Israel masuk babak berikutnya itu ditolak bkn skr ini ditolak. Pembenaran itu ada argumennya,negative
Ganjar Pranowo tak beri toleransi terhadap radikalisme,positive
Satu lagi Jokowi lebih disayangi rakyat Ganjar disayangi bigbos,positive
anda simpulkan sendiri tegak lurus konstitusinya dimana kalau nolak pildun tp nda nolak IPU,negative
Dukungan untuk Gubernur Jawa Tengah #GanjarPranowo maju ke Pilpres 2024 tetap mengalir meski Instagramnya diserbu netizen belakangan ini imbas Indonesia batal menjadi tuan rumah Piala Dunia U-20,positive
Yg Terbaik masih Ganjar Pranowo jangan pernah alihkan pandangan dan pilihanmu kalau demi negara,positive
Masih jengkel sama pak Ganjar ya...... Lanjutkan saja.... Teman2 tetap mununggu Bunda kembali......,negative
Hehehe iya payah...anda ngomong tegak lurus konstitusi trs ditny tegak lurus nya bgmn koq ga nolak IPU...tp jwbnya malah ga konsisten hehehe ..dah gitu aja.. ga usah nge gas jg hahaha,negative
Kelakuan hina buzzeRP  Dia yg mati2an menolak keras Israel bahkan sampai membenturkan bung Karno dan pak Jokowi,negative
Benci gw sama orang ini dan partainya,negative
Presiden jokowi pusing dibikin orang ini,negative
Aku ini lg bicarain kalau sikap yg diambil pak ganjar menolak tim Israil,positive
Ganjar Pranowo berencana mengedarkan benih beras rojo lele srinuk untuk meningkatkan produksi padi daerah. Beras rojo lele srinuk merupakan produk pangan unggulan Jateng asal Klaten yang dikenal berkualitas dan premium.  ,positive
Pak Ganjar ini sosok pemimpin yang sangat detail semua aspek pasti diperhatikan.  ,positive
Tegas jd negara otoriter ya ,negative
GUBERNUR Jawa Tengah. Ganjar Pranowo,positive
Ikut kata pak Jokowi aja dah,positive
Sy masih mentolerir kesalahan tsb karna ada resiko nya juga klo berlangsung pertandingan tsb ok masih tetap dukung ganjar pranowo,positive
Waktu itu Israel blom lolos,positive
Akibat kebodohan org yg sok keminter. ,negative
Mau tanya dan mohon pencerahannya. Hub dagang antar negara itu selain G to G trus melalui apa? Kl tdk ada kesepakatan trus gmn?  Ini yg bicara Puan sbg ketua DPR RI. Apakah Puan bukan bagian dr Pemerintah? ,positive
Nah gw suka komentar ini... Terus Indonesia sok sokan ngurus Israel Palestina.. Negara sendiri hancur baur soal kemanusiaan... Gila,negative
si penjilat dibela  membabi  buta  oleh orang stress.,negative
MASALAHNYA DIA MENELIKUNG JOKOWI,negative
Gajah dipelupuk mata tdk kelihat semut di sebrang lautan nampak,positive
Aku kaget dan sedih lihat pak ganjar pranowo menolak Israel,positive
Ga perlu mengubah konstitusi supaya berfikir pake akal sehat saja Berbicara tentang penjajahan   Terjadi penjajahan dan penindasan di negri sendiri hanya karena beda keyakinan,positive
Di bulan yg penuh berkah ini gubernur ganjar pranowo  memberi kan Insentif kpd Ahmad Afifudin beliau merasa senang Sebab guru ngaji asal  RT 5 RW 02,positive
Aku ini lg bicarain kalau sikap yg diambil Pak Ganjar itu udah bener  IPU itu parlemen  Tanyalah sm yg bersangkutan,positive
Hehehe ada yg diam bae,positive
Prabowo - ganjar?? sama saja Prabowo duet dengan kartu mati. Netizen udah kecewa dengan ganjar pranowo,negative
Semoga mimpi jadi RI 1 jadi kenyataan ya Pak ganjar pranowo udah ngeces banget sebenernya.,positive
tau gak perjuangan pak Jokowi ini...... Tau gak pak ganjar pranowo ?????,negative
Kalo dapet emas pasti bermasalah Aku yakin Karena ga dapet jd ga diramein,negative
Iya saya setuju makanya saya tidak pilih ganjar,positive
Yaa sudah... Anda Ke dpr saja minta di rubah kontitusi itu... Agar bisa menjalin hub diplomatik  . Dan gitu ngga repot lagi ,negative
Pak @jokowi seharusnya kepala daerah yg sdh ttd komitmen sbg host city FIFA U20 tp akhirnya menolak spt ganjar pranowo,positive
Orang awam hnya melihat fakta ya dari gagal ya pildun bnyak yg di rugikan mulai dari negara,positive
Payah lo Aku ini lg bicarain kalau sikap yg diambil pak ganjar itu udah bener  IPU itu parlemen  Tanyalah sm yg bersangkutan,positive
Ada solusi terbaik untuk memajukan kembali sepakbola Indonesia,positive
hah ganjar ud jadi capres? partai mana yg ud mendeklarasikan?  ngimpi aja lu cenuuullll,negative
Semoga tidak ada yang menyalahkan Ganjar Pranowo,positive
Haha...omongan nya blunder jd pemimpin macam ganjar pranowo dan koster ini loe blg kokoh?? Kalo kokoh dan konsisten hrs nya dia ga menolak israel krn mrk sdh ttd jd panitia di daerahnya ..udah mending diam aja drpd blunder trus,negative
Suasana hangat dan penuh tawa trsaji saat Ganjar Pranowo bertemu dan berdialog dgn para lansia penghuni Panti Wreda Pengayoman di Wonodri,positive
Beliau mengeluarkan statement spt itu pastinya ada dasar yang kuat,positive
Putri manut sm pak Jokowi,positive
Pak Ganjar aj blm menjabat tp sdh membuat kerugian sampai triliunan,negative
Yg gak Wajar itu. Hasil survei selalu unggul telak dari lawannya bak ulat bulu yg slalu di pucuk daun,positive
Selesai apa nyaa...aku sih ttep berharap dan mendukung penuh Pak Ganjar,positive
Ga ada yang bener semua,positive
PDIP adalah partai ideologis.... kemungkinan tdk akan bisa bergabung dg partai lain... apalagi dg PKS dan PD.....,negative
Statement Pak Ganjar pasti ada dasarnya yang sangat kuat dan didukung beberapa pihak,positive
Semoga tdk mengarah ke ganjar pranowo yg tdk berkualitas !!!! Kalau Anies dah pasti mustahil,negative
Warisan kebencian itu masih melekat hingga anak cucu  Padahal,negative
Aku sih yakin Pak Ganjar ngelakuin ini semua sudah dengan pertimbangan yang sangat matang,positive
Saking kesalnya dengan ganjar pranowo,negative
DUNGUnya PDIP,positive
Orang yang paham alasan Pak Ganjar tolak Israel pasti akan tetap mendukungnya.,positive
Lebay cok,negative
Yuk bisa yuk berbenah untuk berikan yang terbaik,positive
mmg betul kalau pemimpin hebat ga perlu pencitraan buat ketemu kiyai,negative
nyatanya memang belum siap,positive
Manusia biasa tapi daya rusaknya luar biasa. Karena manusia biasa inilah,positive
Tetap ikut Pak Ganjar Pranowo,positive
Tetap hadir dan berikan dukungan untuk Pak Ganjar,positive
Indonesia sering berbicara kontitusi UUD 1945 untuk negara lain salah satunya negara Palestina,positive
Ini dibawah kontrol daerah ganjar pranowo  ?? Gak berkualitas berarti,negative
Perjuangan Gagal nya U20 yg disalahin orang lain....,negative
Masih ada kesempatan untuk memperbaiki semuanya demi kebaikan masyarakat Indonesia,positive
Dia manusia gak patuh sama presiden jokowi,negative
Apa beda nya awal sama akhir ( kl israel dapat emas ) apa mereka sdh tau bahwa israel ga dapat emas kl mereka tanding di olaraga lain???,negative
Terima kasih ganjar pranowo ,positive
Kalau ga menyalahi aturan di pildun berarti harusnya jg menolak delegasi parlemen Israel di IPU bahkan lbh relevan karena berkaitan dgn sikap politik,negative
Ganjar Pranowo Sang Pemenang. ,positive
satu persatu pendukung anies mengetahui sisi buruk anies!!    Bahar Menpora Nurul Guru Penjas Ria SW Arbani Casemiro Sindhu Giselle Ngerokok Senin Napoli Ancika Pioli ,negative
Ya karena beliau saat ini mau mencalonkan atau dicalonkan sebagai Presiden Mas.  Jadinya lebih hot jeletot…,negative
Seleksi alam itu tidak bisa di lawan.,positive
kalau tegak lurus konstitusi ya jelaskan aja tegak lurusnya spt apa..kita kan nanya...,positive
Pildun U-20 batal efek politik identitas anies dan massa FPI tolak israel datang!!,negative
Ga ada yg repot biar ga ada standart ganda Ini  hanya soal cara berfikir dan cara pandang kedewasaan berbangsa bernegara Fokus  kepada problem bangsa  bukan sibuk membela negara lain mengabaikan bangsa sendiri,negative
"Kalau Ganjar, PKS PA212 MUI sama"" menolak Timnas Israel, bukan disebut bergandengan tangan yah",negative
Logh katanya tegak lurus konstitusi...menolak israel kan? meskipun mereka tim spkbola...IPU ada delegasi parlemen israel logh..koq ga ditolak bahkan ini lbh berkaitan dgn sikap politik kan? Gp orang sepakbola bukan? Konsisten donk..ujung2nya tny sono ke orangnya..,negative
memang cocok anies sama AHY,positive
gimana cerita Ganjaris pindah ke anies  baswedan hanya gegara U20 batal?  mmg itu lbh penting dr NKRI?  think ,negative
Sudahi.... setop saling menghujat dan menyalahkan,positive
Menghujat,negative
omong doank ga bisa dipercaya,negative
Kenapa cuma gubernur seperti ganjar pranowo berani membangkang kepada presiden jokowi,negative
Kalo buat Israel alasan konstitusi.. kalo buat minoritas cukup SKB,negative
Masa kita korban Bpk Ganjar krna masalah sudah terjadi,negative
Radikalisme memang marak dan banyak tumbuh subur di sekitar kita akhir-akhir ini. Sebagai aparatur pemda Jateng,negative
Panjang umur dan sehat Bunda,positive
Gubernur Jawa Tengah Ganjar Pranowo berharap,positive
Alhamdulillah,positive
Tp sampai hr ini msh penuh dengan teka teki,positive
Klo situ keberatan... Yaa silahkan minta ke DPR too utk buatkan UU larangan bedagang dg Israel... . Repot koq gitu,negative
Rata rata pendukung Ganjar,positive
Fokus  Maksudnya pak Ganjar ga menyalahi aturan dlm masalah pildun ini Kok jd ke IPU?  Emang Pak ganjar org parlemen Tanya sono ke orgnya,negative
 Makanya berbicaralah dengan etika dan adab,positive
Sekali Ganjar tetap Ganjar.,positive
Buat anak muda agar ngerti sejarah  Adalah sikap yg benar dgn menolak Timnas Israel ke Indonesia  Krena sampai Palestina merdeka dan trus di jajah israel . Disitu lah Indonesia lantang menantang penjajahan Israel,positive
Ada benernya,positive
Jokowi berani melawan keputusan mega di luar tekanan  ganjar pranowo tunduk pada tekanan partai walaupun harus mengorbankan bangsa dan mengubur mimpi generasi muda anak bangsa sendiri  Semoga ini jadi pelajaran penting agar rakyat tidak memilih petugas partai dan boneka oligarki!,positive
Paling bagus ya sdh saatnya PDI_Perjuangan  dan ganjar pranowo kita tinggalkan. Asal jgn trs ke Anis Gank. Bs hancur NKRI. Kt pilih alternatif lain yg lebih realistis thdp situasi kekinian. Setdknya Prabowo lah. Kalo non Partai bs Erick Tohir,negative
Itu urusan Pemda masing masing.,positive
Si UBAN cari simpati,negative
Ganjar Pranowo menjaga titah pendiri bangsa,positive
Kenapa olaraga lain israel diterima/dibolehin tapi  bola ditolak apa  yg mau di cari sama ganjar koster n pdip?  sebulan lagi ada kegiatan olaraga jg di bali,negative
Duuuuuh pak Ingat umur pak Jangan jenggot aja yg dipanjangin Isi kepala bapak seharusnya dipanjangin Bapak punya anak perempuan gak? Ntar kalau anak bapak dikatain Lonte gimana?,negative
Pasangan Ganjar Pranowo yakin menangi Pilpres 2024 hanya dalam 1 putaran saja. Ini karena tingginya dukungan masalah kepada mereka,positive
revolusioner,positive
Berarti ini kepala negara nya mengabdi kpd Megawati ya,negative
Jika dia nasionalisme lalu kemana Ganjar atas penolakan pembangunan gereja di jatim,negative
Lebih Baik Sepak Bola dicampur adukkan dengan Politik daripada Sepak Bola dicampur adukkan dengan UFC.,negative
Gubernur Jawa Tengah Ganjar Pranowo menyebut MUSRENBANGWIL akan memberikan kesempatan kepada masyarakat untuk menyampaikan keluhan dan usulan pembangunan.,negative
Itu kemauan Ganjar sendiri atas perbuatannya,positive
saya juga kecewa dah lebih dari banget,positive
Yang jelas kubu sebelah bersorak sorai berharap basis Ganjar hancur. Manusia tak ada yang sempurna. Bagi saya GP dan ET itu pilihan paling logis,negative
Kalau menilai secara umur adalah pelecehan karakter..pdhl kalau ikut jd kontestan pilpres,negative
Sy mau fakta yg akurat,positive
"Lae,memang jelek kali komunikasi politik pak ganjar pranowo buktinya sdh diawali dr pak ganjar pranowo bilang:""tdk mengenal bro eko kuntadi"" ketika eko kuntadi mnghadapi masalah,ucapan pak @ganjarpranowo itu mprlihatkan jati dirinya spt itu ngawur komunikasinya,buang badan",negative
Kalo dijebak tak mungkin. Sekelas Ganjar pasti tahu. Tapi yg jelas dia tdk bs berkutik,negative
tapi kagak berani melawan perintah partai ,positive
Alasan klasik buat sy,positive
Jgnlah main kasar bro...akupun sbnrnya kecewa besar thd pak ganjar pranowo sesama kita jgn memberi peluang gerombolan sebelah menunggangi perbedaan pendapat kita sy sdh cek akun sebelah mrk senang kita saling caci maki dan main kasar knp ? Krn sy masukkan org sy k gerombolan mrk,negative
Ga pernah ga denger sejarahnya  Di Negara manapun  Piala dunia diselenggarakan oleh asosiasi sepak bola   Mau bikin sejarah baru rupanya,negative
Sebagai warga Jateng,positive
Mereka hanya bisa bergerak di sosial media,positive
aja yg nyalon walkot depok  Lebih pas   Sdh cocok kl soal israel,negative
Sangat  mengecewakan pildun U20 gagal di Indonesia,negative
 Iya dagang langsung jg ada Yg penting bkn G to G,negative
Tenang Pak jokowi..,positive
Kalau sudah begini masih ngarep GANJAR jadi Capres ?  ,negative
Elu terjajah banget jadi orang,negative
Gubernur Jawa Tengah Ganjar Pranowo menjadi pembicaraan hangat bernada miring dalam beberapa hari terakhir. Hal itu buntut penolakan terhadap Tim Nasional (Timnas) Israel U-20,positive
Ganjar pasang badan tuk melindungi Jokowi,positive
Aku salah satu yg kecewa berat thd pak ganjar pranowo cuma satu bagiku No anies baswedan kl pak prabowo skrg sdh masuk opsi tp dg catt,negative
Rusia jajah ukraina diem2 bae masnya? Standart ganda,negative
Primitif,negative
Tempo hari banyak Politisi dan warga yg bicara KONSTITUSI ATAU UUD 1945 ,positive
setuju Mas....  Walau harus diakui GP juga buat pernyataan fatal,negative
Kenapa pildun U20 ga diserahkan ke PSSI Sj Semua politikus dan ormas ga usah ikut campur Urusannya FIFA dg PSSI  Buka G to G kan Ini hanya tentang pola fikir dan cara pandang  Agar bangsa ini dewasa dalam bersikap,positive
Berani secara terbuka meminta maaf ke Presiden dan pada rakyat Indonesia pada umumnya. Loyal ke partai atau Mak ketum boleh saja,positive
Alhamdulillah Matur nuwun Bunda Semoga bermanfaat buat penerima,positive
menempatkan kepentingan NEGARA sama kepentingan GOLONGAN saja gak bisa,positive
Tegak lurus demi partai tapi jadi brutus P jokowi sebagai atasan. Madep manteb bagus tapi sudah ttd trus menolak. Ini namanya tidak konsisten,negative
Ya belum rejeki buat saya,positive
Hubungan diplomatik tdak ada hubungan dagang jalan,negative
Kayaknya pasal kebebasan beragama dan beribadah sdh dihapus dri konstitusi Indonesia hanya fokus hujan israel dan bela palestina rakyat sendiri biarkan aja...,positive
Hari gini masih sebar hoaks,positive
saya masih condong kesini dan Pak Mahfud.,positive
Negara2 maju cuma ada 2 partai,positive
Ane prefer Prabowo atau Mahfud MD sih tapi kalo Mahfud MD wah gokil tuh siap2 perang terus ama dpr,positive
Seolah tidak ada yang lain. Bukan mau membangun/memperbaiki negara,positive
Ganjar lemah,negative
fokus,positive
Jelas kecewa lah pak jokowi sama GP tapi buat Densu dah ga usah di dengerin dia bener buzzer macam kadrun saja yg ada di otaknya cuman nge endorse terus untuk tokoh yg dia dukung,positive
